1,0.9640303
1,0.81030715
1,0.12371201
1,0.6858997
1,0.5311237
1,0.9749776
1,0.8880669
1,0.9430675
1,0.9567167
1,0.3251644
1,0.7627938
1,0.79830456
1,0.6197628
1,0.92358637
1,0.73444176
1,0.81608015
1,0.7765879
1,0.12934385
1,0.9601066
1,0.634787
1,0.99314415
1,0.96250725
1,0.97331053
1,0.88900596
1,0.8566547
1,0.301799
1,0.94852614
1,0.66243774
1,0.8460233
1,0.79084855
1,0.8761745
1,0.93069744
1,0.7946183
1,0.7686776
1,0.8962659
1,0.514778
1,0.87692034
1,0.8880508
1,0.8333842
1,0.6530477
1,0.87620234
1,0.94481987
1,0.22245769
1,0.9312872
1,0.4605286
1,0.8280828
1,0.5126876
1,0.9390474
1,0.54740536
1,0.92380965
1,0.37129256
1,0.8848121
1,0.865175
1,0.9604273
1,0.9137927
1,0.89005506
1,0.7514881
1,0.9239417
1,0.6470164
1,0.957612
1,0.08622918
1,0.97997034
1,0.84145844
1,0.78408486
1,0.9487548
1,0.14194278
1,0.9476868
1,0.30501273
1,0.5439917
1,0.93371516
1,0.82098025
1,0.33275595
1,0.8357668
1,0.7072974
1,0.88549954
1,0.8377855
1,0.8735401
1,0.019785704
1,0.99325895
1,0.91255975
1,0.82841325
1,0.7951677
1,0.85093766
1,0.96099854
1,0.7198537
1,0.9459287
1,0.93147165
1,0.6963095
1,0.012612947
1,0.98254204
1,0.94079477
1,0.5980384
1,0.667386
1,0.985247
1,0.96029156
1,0.9534301
1,0.85049987
1,0.652098
1,0.5500928
1,0.986919
1,0.9599031
1,0.6871699
1,0.7038149
1,0.6782337
1,0.5724525
1,0.76957834
1,0.79592633
1,0.17535958
1,0.91862
1,0.52989787
1,0.47375056
1,0.57665396
1,0.8701898
1,0.82318336
1,0.96201444
1,0.7394979
1,0.92522085
1,0.7351072
1,0.21522807
1,0.61513054
1,0.36097738
1,0.45781294
1,0.967733
1,0.6847798
1,0.73615056
1,0.97529966
1,0.96773326
1,0.8624723
1,0.92724353
1,0.9556411
1,0.7211582
1,0.9278242
1,0.9286573
1,0.9526442
1,0.7273301
1,0.9469105
1,0.4413864
1,0.43749404
1,0.6801305
1,0.4823758
1,0.384897
1,0.6317385
1,0.50906944
1,0.89490515
1,0.982317
1,0.9892861
1,0.66991395
1,0.9426468
1,0.9512988
1,0.9644769
1,0.68763435
1,0.9444705
1,0.88483554
1,0.13261881
1,0.97126985
1,0.9025122
1,0.9233662
1,0.9450402
1,0.93495554
1,0.9369606
1,0.6622307
1,0.93871325
1,0.92426634
1,0.9814621
1,0.7172119
1,0.5023897
1,0.88746053
1,0.283471
1,0.9164234
1,0.980328
1,0.73370653
1,0.95262074
1,0.19633734
1,0.88859975
1,0.9974607
1,0.9658153
1,0.9509432
1,0.95460147
1,0.98002726
1,0.7314795
1,0.9171637
1,0.4101031
1,0.965803
1,0.867264
1,0.9692527
1,0.74255204
1,0.7931515
1,0.89903253
1,0.36113563
1,0.98441815
1,0.73146343
1,0.6875633
1,0.8929845
1,0.9826811
1,0.74564236
1,0.82436424
1,0.6329636
1,0.8893067
1,0.66060334
1,0.9268291
1,0.96631974
1,0.86821055
1,0.94044864
1,0.76583046
1,0.6490742
1,0.90580565
1,0.92105806
1,0.49399316
1,0.6042161
1,0.76281786
1,0.84342057
1,0.40525717
1,0.35123456
1,0.80490535
1,0.78141046
1,0.94962186
1,0.900729
1,0.81600976
1,0.8952031
1,0.2712694
1,0.7801153
1,0.8195441
1,0.83676136
1,0.9379335
1,0.9574762
1,0.7500449
1,0.8243405
1,0.9724937
1,0.58707595
1,0.17971744
1,0.8277559
1,0.54440236
1,0.9597696
1,0.80301887
1,0.979572
1,0.58745146
1,0.82284933
1,0.95389056
1,0.89102185
1,0.7602303
1,0.9833935
1,0.95599973
1,0.94129115
1,0.6385351
1,0.78957653
1,0.45601085
1,0.83905244
1,0.7812437
1,0.35681444
1,0.8086395
1,0.95199394
1,0.5275252
1,0.16014944
1,0.8664905
1,0.69664055
1,0.19437514
1,0.93881303
1,0.64050955
1,0.9426704
1,0.4231139
1,0.9638253
1,0.977486
1,0.8333044
1,0.9216557
1,0.87536997
1,0.9497068
1,0.52774125
1,0.37027237
1,0.857856
1,0.9681883
1,0.55622584
1,0.96023387
1,0.974742
1,0.92043084
1,0.40510744
1,0.9576687
1,0.9910124
1,0.686641
1,0.94981676
1,0.6851504
1,0.9570199
1,0.96111405
1,0.16953011
1,0.8891793
1,0.98933864
1,0.9388973
1,0.8499371
1,0.53712547
1,0.97505116
1,0.8770069
1,0.91471523
1,0.4870832
1,0.78795993
1,0.7147729
1,0.97244984
1,0.9869833
1,0.98322624
1,0.83944994
1,0.6113205
1,0.9753411
1,0.9664955
1,0.46718052
1,0.6895962
1,0.42179292
1,0.45789874
1,0.41864532
1,0.082363725
1,0.96747285
1,0.5387051
1,0.20874524
1,0.38782886
1,0.9717623
1,0.939935
1,0.6575547
1,0.9113227
1,0.767142
1,0.91661716
1,0.96133125
1,0.9298274
1,0.48157007
1,0.98328215
1,0.88254696
1,0.8515973
1,0.30174047
1,0.9019665
1,0.25241473
1,0.48357806
1,0.7937869
1,0.9731598
1,0.9690336
1,0.40350175
1,0.90644133
1,0.9217393
1,0.7892164
1,0.9241683
1,0.3886334
1,0.9860169
1,0.8795535
1,0.6097828
1,0.8426303
1,0.89450556
1,0.90924144
1,0.5786799
1,0.24696779
1,0.94012356
1,0.97979224
1,0.67705286
1,0.29675746
1,0.96817386
1,0.5485641
1,0.9442823
1,0.42058483
1,0.85763574
1,0.9607466
1,0.18784492
1,0.90653414
1,0.92138207
1,0.8937229
1,0.56132156
1,0.9576851
1,0.054974142
1,0.94050944
1,0.8506216
1,0.7573363
1,0.80363744
1,0.9275988
1,0.55367213
1,0.5511707
1,0.93119895
1,0.71094006
1,0.84291565
1,0.9519963
1,0.91981876
1,0.93072057
1,0.6239641
1,0.747524
1,0.9919337
1,0.9521416
1,0.78130054
1,0.8308639
1,0.95337796
1,0.7832261
1,0.92056036
1,0.5326402
1,0.9831009
1,0.95751435
1,0.56867284
1,0.7614324
1,0.785796
1,0.79164237
1,0.7156162
1,0.46367005
1,0.9439431
1,0.85655254
1,0.76288956
1,0.7715254
1,0.5904634
1,0.22325785
1,0.97144485
1,0.94741666
1,0.95265007
